question,answer,correct
82430817 - 53057548,29373269,True
79703045 - 96305086,-16602041,True
86301834 - 32859985,53441849,True
51089203 - 87184240,-36095037,True
17459066 - 81516874,-64057808,True
36759745 - 45435970,-8676225,True
91892546 - 83075972,8816574,True
77582207 - 76253452,1328755,True
48284999 - 56337352,-8052353,True
17993994 - 74637074,-56643080,True
26597481 - 73172647,-46575166,True
48603199 - 95802329,-47199130,True
80665178 - 38844623,41820555,True
20054009 - 73136891,-53082882,True
33945369 - 33895493,49876,True
73705825 - 64647869,9057956,True
59594856 - 83728807,-24133951,True
41380398 - 65689365,-24308967,True
88202941 - 85435597,2767344,True
54614536 - 79573951,-24959415,True
88062335 - 86539964,1522371,True
88443997 - 57702910,30741087,True
32445072 - 94091144,-61646072,True
10438831 - 55456365,-45017534,True
15647933 - 62181337,-46533404,True
51287978 - 94234413,-42946435,True
96896729 - 77852012,19044717,True
90505807 - 76415765,14090042,True
27612033 - 45108804,-17496771,True
63774624 - 45098557,18676067,True
65573427 - 96813488,-31240061,True
67013169 - 50424089,16589080,True
52821244 - 66120891,-13299647,True
11806909 - 85331544,-73524635,True
56909852 - 46087855,10821997,True
43758132 - 14118668,29639464,True
80743631 - 95697419,-14953788,True
40839812 - 39711380,1128432,True
58684025 - 52639667,6044358,True
58221554 - 52704178,5517376,True
71228456 - 57056560,14171896,True
57594295 - 89704066,-32109771,True
89948488 - 88008512,1939976,True
11735691 - 21364401,-9628710,True
28559983 - 34754252,-6194269,True
78903065 - 42035092,36867973,True
94078737 - 77314076,16764661,True
48625393 - 51623778,-2998385,True
95775938 - 75307847,20468091,True
99127148 - 97505434,1621714,True
55117850 - 33173339,21944511,True
90922510 - 93867801,-2945291,True
58859363 - 50112078,8747285,True
30279148 - 44375311,-14096163,True
27570416 - 65623937,-38053521,True
52482627 - 47222214,5260413,True
12828313 - 46545688,-33717375,True
13934824 - 58822341,-44887517,True
11224945 - 21011516,-9786571,True
93675607 - 79302195,14373412,True
29994473 - 35657288,-5662815,True
61021171 - 69464606,-8443435,True
95231202 - 28458886,66772316,True
89981938 - 10729753,79252185,True
74163772 - 65147047,9016725,True
86468452 - 92295674,-5827222,True
91487551 - 40689483,50798068,True
71987901 - 28578793,43409108,True
58213888 - 52431566,5782322,True
72644506 - 72132574,511932,True
43715790 - 62899850,-19184060,True
97453522 - 25295253,72158269,True
25879089 - 57843091,-31964002,True
44562871 - 33756711,10806160,True
99422419 - 96093073,3329346,True
84497123 - 95591172,-11094049,True
95274380 - 43065370,52209010,True
59222838 - 25929516,33293322,True
75930344 - 88333512,-12403168,True
37013264 - 51639143,-14625879,True
74263898 - 55736184,18527714,True
33821591 - 45318890,-11497299,True
28440077 - 40839008,-12398931,True
19428181 - 98978557,-79550376,True
69911070 - 26466804,43444266,True
15716776 - 41195611,-25478835,True
61873864 - 94471494,-32597630,True
62139453 - 29110950,33028503,True
26131594 - 62528325,-36396731,True
71850068 - 83889340,-12039272,True
64719085 - 65882461,-1163376,True
25930207 - 50129273,-24199066,True
95920043 - 54650413,41269630,True
12204301 - 49955032,-37750731,True
17919391 - 56736192,-38816801,True
19445731 - 49245946,-29800215,True
58953986 - 24402270,34551716,True
70046440 - 23138790,46907650,True
26119780 - 51322234,-25202454,True
13811723 - 19222012,-5410289,True
17802914 - 15524940,2277974,True
77508688 - 76923643,585045,True
38829739 - 17275584,21554155,True
53793548 - 44038897,9754651,True
55718036 - 59147533,-3429497,True
88971069 - 62772183,26198886,True
37417094 - 47322762,-9905668,True
79049764 - 79645967,-596203,True
48552058 - 84267574,-35715516,True
92597997 - 18956820,73641177,True
27228328 - 71758697,-44530369,True
38942165 - 34834236,4107929,True
38918739 - 18653194,20265545,True
96570909 - 43406389,53164520,True
85822508 - 88437109,-2614601,True
45560489 - 84406201,-38845712,True
40658226 - 36941583,3716643,True
12116770 - 87481241,-75364471,True
19625755 - 96138795,-76513040,True
72753485 - 17505851,55247634,True
57913202 - 66446633,-8533431,True
92699529 - 78835912,13863617,True
33357190 - 68933482,-35576292,True
84679547 - 15584985,69094562,True
52073963 - 76882254,-24808291,True
94001436 - 19717988,74283448,True
85065543 - 23808699,61256844,True
55899488 - 44780998,11118490,True
75708373 - 20984253,54724120,True
22362666 - 56202614,-33839948,True
43591027 - 82471497,-38880470,True
22740988 - 29988029,-7247041,True
34477930 - 33664677,813253,True
63026310 - 94957784,-31931474,True
28608659 - 89758615,-61149956,True
59285582 - 88930724,-29645142,True
36140325 - 42829118,-6688793,True
21106975 - 26718187,-5611212,True
88528135 - 10816810,77711325,True
37570864 - 16453540,21117324,True
10184316 - 94666086,-84481770,True
64958639 - 36169005,28789634,True
78397698 - 35892470,42505228,True
93631844 - 59284286,34347558,True
24895908 - 23447756,1448152,True
67069470 - 23005458,44064012,True
96734307 - 79879126,16855181,True
88138977 - 36540587,51598390,True
27625715 - 71812754,-44187039,True
45604604 - 40820104,4784500,True
32442908 - 83434260,-50991352,True
83184412 - 98023996,-14839584,True
11647635 - 48749885,-37102250,True
41699726 - 48116912,-6417186,True
22643195 - 87811624,-65168429,True
71152097 - 11735273,59416824,True
79978967 - 82603597,-2624630,True
62755094 - 14437439,48317655,True
86162770 - 23494514,62668256,True
49787943 - 10739387,39048556,True
94001871 - 43857481,50144390,True
77037980 - 21298408,55739572,True
33821567 - 34702624,-881057,True
34346531 - 53966870,-19620339,True
62939059 - 97753482,-34814423,True
92244065 - 38421743,53822322,True
75854868 - 62989037,12865831,True
61900871 - 88264516,-26363645,True
25015520 - 61371262,-36355742,True
88725320 - 59717613,29007707,True
33062207 - 85782932,-52720725,True
54076334 - 83543904,-29467570,True
81409978 - 95174482,-13764504,True
79967251 - 19639331,60327920,True
49023111 - 94265253,-45242142,True
61730966 - 43347179,18383787,True
91188322 - 34409821,56778501,True
38565548 - 24581352,13984196,True
13624155 - 43551643,-29927488,True
95405388 - 11038684,84366704,True
28637703 - 72226452,-43588749,True
75644985 - 45326777,30318208,True
59511529 - 97625111,-38113582,True
88086600 - 56513962,31572638,True
78844387 - 55841422,23002965,True
92150366 - 92570627,-420261,True
99560214 - 55217561,44342653,True
94525340 - 14298002,80227338,True
97073065 - 35656058,61417007,True
71940104 - 98754833,-26814729,True
66320390 - 91093783,-24773393,True
94342696 - 53292022,41050674,True
57965227 - 25840370,32124857,True
70321649 - 19130661,51190988,True
35541539 - 22456483,13085056,True
13708840 - 40979768,-27270928,True
60172818 - 13333749,46839069,True
22854617 - 28443974,-5589357,True
24464909 - 29186495,-4721586,True
98007600 - 54837026,43170574,True
49446041 - 96051224,-46605183,True
53187724 - 97458854,-44271130,True
31425253 - 80203258,-48778005,True
90458611 - 41166621,49291990,True
13616191 - 29727118,-16110927,True
20955488 - 91066071,-70110583,True
70435159 - 46632658,23802501,True
17348961 - 53735240,-36386279,True
45742352 - 56746797,-11004445,True
78445153 - 61360669,17084484,True
94939047 - 82053981,12885066,True
23032693 - 88283376,-65250683,True
91102657 - 77082708,14019949,True
41342443 - 75734385,-34391942,True
84520731 - 48908453,35612278,True
69010526 - 23491167,45519359,True
96243970 - 69845404,26398566,True
93920224 - 14668904,79251320,True
92528276 - 61795302,30732974,True
36542632 - 12568792,23973840,True
86746324 - 54190771,32555553,True
17468624 - 47531856,-30063232,True
46152787 - 82947604,-36794817,True
44102530 - 76454227,-32351697,True
13700947 - 99232261,-85531314,True
21029481 - 54561052,-33531571,True
93746578 - 44368684,49377894,True
85803400 - 92179484,-6376084,True
44537547 - 38459406,6078141,True
68920856 - 46547775,22373081,True
83957008 - 61503532,22453476,True
26057130 - 40453449,-14396319,True
35330047 - 99696944,-64366897,True
76645029 - 98354326,-21709297,True
91889595 - 17607662,74281933,True
82441830 - 36909414,45532416,True
87436313 - 40597328,46838985,True
17208496 - 35424751,-18216255,True
95591829 - 15362778,80229051,True
67561655 - 53684350,13877305,True
20452081 - 37091111,-16639030,True
48500905 - 73275490,-24774585,True
52261959 - 92661851,-40399892,True
46871060 - 72071371,-25200311,True
91028777 - 27241340,63787437,True
51748290 - 88782241,-37033951,True
39215297 - 76384066,-37168769,True
11579048 - 11846962,-267914,True
27925624 - 54196905,-26271281,True
52445965 - 23285655,29160310,True
98601443 - 76595146,22006297,True
99594014 - 77737010,21857004,True
81652948 - 81558247,94701,True
78416695 - 40256532,38160163,True
16246495 - 40947140,-24700645,True
67971126 - 93878265,-25907139,True
20373801 - 96696823,-76323022,True
21905877 - 93887903,-71982026,True
59352310 - 58181485,1170825,True
88861310 - 13647090,75214220,True
61777862 - 96612565,-34834703,True
46647984 - 44697270,1950714,True
31528520 - 91428973,-59900453,True
85623246 - 56846306,28776940,True
41722688 - 21538433,20184255,True
53944292 - 31596909,22347383,True
37808499 - 53643047,-15834548,True
48664994 - 77876136,-29211142,True
50931438 - 79058843,-28127405,True
88386343 - 65991966,22394377,True
44040317 - 63834310,-19793993,True
94964873 - 96289203,-1324330,True
75209183 - 59725495,15483688,True
14899589 - 22755324,-7855735,True
49012187 - 28330013,20682174,True
18342402 - 81310194,-62967792,True
64791459 - 25081312,39710147,True
59701940 - 50483106,9218834,True
36625826 - 38933962,-2308136,True
79276483 - 12231975,67044508,True
79026096 - 53030487,25995609,True
82833720 - 32228798,50604922,True
80343723 - 25413269,54930454,True
37426620 - 99856657,-62430037,True
32955124 - 41795282,-8840158,True
79304301 - 44452519,34851782,True
26535250 - 43706290,-17171040,True
68837561 - 15807900,53029661,True
78841334 - 74828328,4013006,True
44881402 - 80497808,-35616406,True
34592416 - 78901416,-44309000,True
84107902 - 18437427,65670475,True
50259984 - 97279070,-47019086,True
17280606 - 24793917,-7513311,True
28628781 - 16768764,11860017,True
77827157 - 69523011,8304146,True
34894017 - 10517807,24376210,True
11145157 - 34241941,-23096784,True
78343729 - 66693365,11650364,True
78811511 - 78674849,136662,True
42680706 - 80241177,-37560471,True
19821286 - 80154740,-60333454,True
98254973 - 50620711,47634262,True
94250790 - 79026252,15224538,True
99198421 - 41457590,57740831,True
64096919 - 82815273,-18718354,True
50197779 - 16202770,33995009,True
95882145 - 98311765,-2429620,True
56346059 - 26956622,29389437,True
62828952 - 63053275,-224323,True
74462962 - 74677392,-214430,True
10060642 - 78031150,-67970508,True
99712327 - 38718429,60993898,True
98990387 - 26384972,72605415,True
95483530 - 65469199,30014331,True
86533836 - 47020720,39513116,True
69490774 - 72932937,-3442163,True
38291393 - 42370713,-4079320,True
84754560 - 14085051,70669509,True
42256106 - 47411640,-5155534,True
27222810 - 81016593,-53793783,True
73479266 - 83375923,-9896657,True
81000539 - 73706705,7293834,True
40775795 - 70756089,-29980294,True
30522781 - 46127999,-15605218,True
33731608 - 47260731,-13529123,True
21684964 - 82064616,-60379652,True
31996442 - 23927458,8068984,True
10363210 - 67940122,-57576912,True
40838532 - 75488616,-34650084,True
12360505 - 90523962,-78163457,True
55128652 - 73317958,-18189306,True
92022547 - 93208911,-1186364,True
81255357 - 39803643,41451714,True
32368197 - 58828439,-26460242,True
67357756 - 94424934,-27067178,True
72446711 - 10118261,62328450,True
69133064 - 94539137,-25406073,True
25039119 - 93605821,-68566702,True
41861953 - 56594596,-14732643,True
24618410 - 51364324,-26745914,True
44180486 - 53428007,-9247521,True
52309828 - 51670247,639581,True
73676421 - 63133723,10542698,True
85524823 - 80297233,5227590,True
80211352 - 90520159,-10308807,True
99599983 - 88129776,11470207,True
56989325 - 33053321,23936004,True
57599030 - 95727339,-38128309,True
96828718 - 32352655,64476063,True
72653135 - 85087382,-12434247,True
77940790 - 28997197,48943593,True
69560185 - 64328347,5231838,True
40804900 - 33031733,7773167,True
66777901 - 34702182,32075719,True
84486929 - 27468399,57018530,True
45943616 - 93500643,-47557027,True
41477068 - 52711558,-11234490,True
91603108 - 42384007,49219101,True
54112248 - 30677592,23434656,True
91719292 - 84470937,7248355,True
48330674 - 87811684,-39481010,True
22311396 - 24321850,-2010454,True
24496782 - 34051156,-9554374,True
80287116 - 36531165,43755951,True
11912558 - 18741265,-6828707,True
75431323 - 30226686,45204637,True
59058598 - 17993011,41065587,True
38496951 - 46025124,-7528173,True
42481660 - 11921329,30560331,True
78152865 - 46128242,32024623,True
10879560 - 64746030,-53866470,True
22950705 - 44684335,-21733630,True
34564178 - 87659143,-53094965,True
65064182 - 44871605,20192577,True
43336458 - 97470267,-54133809,True
61481282 - 48557649,12923633,True
45981383 - 92547488,-46566105,True
74076785 - 31031506,43045279,True
55513751 - 15521532,39992219,True
13184950 - 68259246,-55074296,True
34307372 - 83451429,-49144057,True
15801410 - 50419897,-34618487,True
72891919 - 13631749,59260170,True
96920462 - 47276312,49644150,True
61671832 - 55771437,5900395,True
70550750 - 73717997,-3167247,True
95956142 - 21125546,74830596,True
39932967 - 12318259,27614708,True
18627463 - 59563933,-40936470,True
57685152 - 81718937,-24033785,True
93182157 - 74806695,18375462,True
47299575 - 64770459,-17470884,True
48596879 - 52318792,-3721913,True
72142689 - 71120615,1022074,True
63207286 - 40421820,22785466,True
41847658 - 23838929,18008729,True
73433257 - 52617575,20815682,True
63855066 - 96079871,-32224805,True
41293856 - 12115292,29178564,True
29676509 - 45054843,-15378334,True
98856069 - 14851758,84004311,True
59999032 - 51329328,8669704,True
62606110 - 92283768,-29677658,True
25733287 - 48974640,-23241353,True
10147267 - 80073877,-69926610,True
21439907 - 62977843,-41537936,True
73905542 - 11286218,62619324,True
76647046 - 85991481,-9344435,True
28378061 - 49929926,-21551865,True
45664500 - 69903173,-24238673,True
17046069 - 61796454,-44750385,True
67173743 - 78809069,-11635326,True
14031976 - 84315225,-70283249,True
23105672 - 46256732,-23151060,True
89840271 - 49496920,40343351,True
87746696 - 66683615,21063081,True
36930091 - 78835174,-41905083,True
54177330 - 57280426,-3103096,True
87117485 - 27147742,59969743,True
88600024 - 94957030,-6357006,True
63851000 - 23859452,39991548,True
79370676 - 42755793,36614883,True
83970069 - 56396042,27574027,True
48242324 - 33585647,14656677,True
87558424 - 44432054,43126370,True
23354342 - 89292211,-65937869,True
44659717 - 82484808,-37825091,True
94091677 - 27984251,66107426,True
86599849 - 48391412,38208437,True
54354436 - 45234170,9120266,True
85151397 - 64896760,20254637,True
24567458 - 20802097,3765361,True
34181748 - 82536318,-48354570,True
66866363 - 76954185,-10087822,True
96614250 - 87743889,8870361,True
51312658 - 92108152,-40795494,True
93417419 - 82371029,11046390,True
20255189 - 35737858,-15482669,True
31954470 - 43363300,-11408830,True
99612670 - 74746716,24865954,True
61297226 - 27638075,33659151,True
84177326 - 74048119,10129207,True
62072546 - 50759812,11312734,True
38098988 - 79436758,-41337770,True
15192523 - 79586305,-64393782,True
83057689 - 44293744,38763945,True
58640402 - 30662583,27977819,True
59880004 - 75050604,-15170600,True
73578603 - 61981456,11597147,True
26870352 - 53817747,-26947395,True
52973392 - 61887923,-8914531,True
28900290 - 87906317,-59006027,True
40727714 - 23917036,16810678,True
40569632 - 73457506,-32887874,True
51378988 - 99775489,-48396501,True
55869735 - 30284333,25585402,True
32657175 - 42587697,-9930522,True
87283663 - 88068383,-784720,True
23455685 - 74749998,-51294313,True
65440362 - 14176549,51263813,True
65932591 - 99863720,-33931129,True
74725169 - 94730292,-20005123,True
85313012 - 44313991,40999021,True
59171692 - 21496407,37675285,True
78500306 - 82978516,-4478210,True
90212037 - 51840301,38371736,True
38525004 - 98181947,-59656943,True
41933759 - 26810523,15123236,True
57193834 - 52558553,4635281,True
89678484 - 54995160,34683324,True
70212597 - 13240235,56972362,True
29069678 - 26605023,2464655,True
40124143 - 19984744,20139399,True
73497780 - 80122131,-6624351,True
17728630 - 58502385,-40773755,True
54248575 - 46860765,7387810,True
28145363 - 79282369,-51137006,True
40516376 - 47756651,-7240275,True
54418857 - 24425462,29993395,True
40355256 - 61051891,-20696635,True
60942007 - 90524050,-29582043,True
18205774 - 38678990,-20473216,True
81831856 - 14070763,67761093,True
25351200 - 28882186,-3530986,True
33806631 - 81955781,-48149150,True
43746911 - 94006955,-50260044,True
47598873 - 14085419,33513454,True
99533344 - 18694033,80839311,True
91969947 - 90826024,1143923,True
46749632 - 47753508,-1003876,True
19842588 - 78997980,-59155392,True
88911150 - 51705661,37205489,True
98374171 - 37437026,60937145,True
88156417 - 20798695,67357722,True
58143090 - 18775794,39367296,True
18731371 - 56738304,-38006933,True
79095704 - 77972332,1123372,True
45944496 - 22611779,23332717,True
92114872 - 79710945,12403927,True
52577745 - 13100567,39477178,True
54396397 - 13634655,40761742,True
89041377 - 58946052,30095325,True
56941779 - 82594860,-25653081,True
71389011 - 53036983,18352028,True
98676311 - 32875126,65801185,True
28425239 - 56110505,-27685266,True
49928585 - 75224640,-25296055,True
58499219 - 21842912,36656307,True
26771445 - 16136265,10635180,True
66968608 - 95180695,-28212087,True
18107109 - 34895107,-16787998,True
55211485 - 45563529,9647956,True
71721278 - 76693551,-4972273,True
91263320 - 10756578,80506742,True
52900835 - 36929943,15970892,True
94796038 - 20077460,74718578,True
12539264 - 43487426,-30948162,True
92922071 - 97860673,-4938602,True
53245538 - 61051264,-7805726,True
52558823 - 90936415,-38377592,True
75187585 - 34375996,40811589,True
11395310 - 68260923,-56865613,True
40987483 - 42165310,-1177827,True
28805965 - 44997143,-16191178,True
95111752 - 68261041,26850711,True
68333097 - 35379902,32953195,True
50669748 - 51353152,-683404,True
70733861 - 12905253,57828608,True
97692220 - 31050505,66641715,True
33905572 - 71666661,-37761089,True
51092802 - 97467965,-46375163,True
91055043 - 72948526,18106517,True
27089977 - 11043162,16046815,True
19017917 - 79188792,-60170875,True
52504238 - 42331954,10172284,True
84674863 - 81848287,2826576,True
57313196 - 26432703,30880493,True
97820138 - 73067911,24752227,True
58593309 - 12372033,46221276,True
84570397 - 24468138,60102259,True
27391863 - 39841824,-12449961,True
25180848 - 74150292,-48969444,True
32739008 - 20262516,12476492,True
34060013 - 57206024,-23146011,True
21683770 - 43711004,-22027234,True
35458408 - 25796581,9661827,True
46409476 - 89147798,-42738322,True
75252163 - 10448521,64803642,True
90107601 - 80043075,10064526,True
95199043 - 31225290,63973753,True
21079774 - 49074233,-27994459,True
48338976 - 12382213,35956763,True
13196572 - 16414628,-3218056,True
58729556 - 12158576,46570980,True
47926091 - 96134813,-48208722,True
20560594 - 55978377,-35417783,True
51952690 - 86819923,-34867233,True
52022905 - 31293434,20729471,True
27655476 - 93849434,-66193958,True
29049009 - 21607278,7441731,True
53304536 - 44514867,8789669,True
36574168 - 66547670,-29973502,True
43164850 - 37864518,5300332,True
30158458 - 23942388,6216070,True
91788759 - 48262514,43526245,True
75210047 - 79906908,-4696861,True
20510819 - 96201629,-75690810,True
78497520 - 96298634,-17801114,True
29718819 - 90531499,-60812680,True
26835725 - 59000495,-32164770,True
19250483 - 10348862,8901621,True
90523160 - 82302231,8220929,True
12252208 - 68173194,-55920986,True
13866793 - 46381899,-32515106,True
47230068 - 16056692,31173376,True
27433320 - 67372452,-39939132,True
87440934 - 15320994,72119940,True
94653526 - 93102886,1550640,True
93805573 - 78378756,15426817,True
83112239 - 85178219,-2065980,True
31468232 - 67109872,-35641640,True
81936018 - 40620298,41315720,True
79749056 - 44259951,35489105,True
69969718 - 86641858,-16672140,True
32537144 - 93695580,-61158436,True
99564775 - 41388021,58176754,True
87490098 - 57702799,29787299,True
43362351 - 48947736,-5585385,True
17618749 - 76993747,-59374998,True
51373377 - 43898726,7474651,True
50317327 - 15875169,34442158,True
39373779 - 47465621,-8091842,True
27737133 - 85805860,-58068727,True
74435171 - 20687220,53747951,True
50611839 - 23219030,27392809,True
20232589 - 52674793,-32442204,True
79605488 - 54748181,24857307,True
72026354 - 46374386,25651968,True
64517846 - 33062342,31455504,True
28311148 - 96132757,-67821609,True
89887635 - 52381715,37505920,True
71671861 - 43882439,27789422,True
55621557 - 14329612,41291945,True
28890633 - 99483356,-70592723,True
16126718 - 45845933,-29719215,True
